,addr,busiCall,busiId,busiNm,chgerId,chgerType,lat,lng,note,parkingFree,powerType,stat,statId,statNm,statUpdDt,useTime,zcode
11,"서울특별시 강북구 삼양로 247삼양시장, 지상주차장 3층 324구역",1661-9408,ME,환경부,01,03,37.625405,127.017897,,N,급속(50kW),9,ME000013,롯데마트 삼양점,20210425011810,10:00~24:00,11
12,"서울특별시 도봉구 마들로 645, 지상주차장 4층 406구역",1661-9408,ME,환경부,01,03,37.667567,127.045490,,N,급속(50kW),9,ME000014,빅마켓 도봉점,20201222170810,10:00~22:00,11
13,"서울특별시 은평구 은평로 111, 지하주차장 4층 A구역",1661-9408,ME,환경부,01,03,37.60047527,126.92047408,,N,급속(50kW),9,ME000016,이마트 은평점,20210425021810,10:00~24:00,11
14,"서울특별시 은평구 진관동 66-30, 지하주차장 1층 20구역",1661-9408,ME,환경부,01,03,37.638403,126.919044,,Y,급속(50kW),2,ME000017,구파발역 환승주차장,20210425121538,24시간 이용가능,11
15,"서울특별시 마포구 월드컵로 240, 지상주차장 1층",1661-9408,ME,환경부,01,03,37.566685,126.898753,,N,급속(50kW),9,ME000018,홈플러스 월드컵점,20210425012310,08:00~24:00,11
16,"서울특별시 마포구 마포대로1길 19, 지상주차장",1661-9408,ME,환경부,01,03,37.539442,126.943054,,Y,급속(50kW),9,ME000019,시설관리공단 마포유수지주차장,20210425022310,24시간 이용가능,11
17,"서울특별시 마포구 상암동 482-116, 주차장 입구 정면",1661-9408,ME,환경부,01,06,37.569588,126.879244,,Y,급속(50kW),9,ME000020,노을공원,20210425043310,24시간 이용가능,11
18,"서울특별시 양천구 목동서로 170, 지상주차장 2층 01구역",1661-9408,ME,환경부,01,03,37.52992611,126.87364033,,N,급속(50kW),9,ME000021,홈플러스 목동점,20210425072310,10:00~24:00,11
19,서울특별시 양천구 지양로 47,1661-9408,ME,환경부,01,06,37.520062,126.834854,,N,급속(50kW),2,ME000022,해맞이공영주차장,20210425091736,24시간 이용가능,11
20,"서울특별시 강서구 양천로 431, 지하주차장 1층",1661-9408,ME,환경부,01,03,37.56401856,126.85059572,,N,급속(50kW),2,ME000023,홈플러스 가양점,20210421230347,10:00~24:00,11
21,"서울특별시 강서구 하늘길 77, 지하주차장 1층 A-18구역",1661-9408,ME,환경부,01,06,37.563453,126.803539,,Y,급속(50kW),3,ME000024,롯데마트 김포공항점,20210425122312,24시간 이용가능,11
22,"서울특별시 강서구 방화대로 94, 호텔 정면 주차장",1661-9408,ME,환경부,01,06,37.546851,126.818613,,N,급속(50kW),2,ME000025,메이필드호텔,20210425015254,24시간 이용가능,11
23,"서울특별시 구로구 경인로 482, 지상주차장 5층",1661-9408,ME,환경부,01,03,37.49797486,126.87234534,,N,급속(50kW),9,ME000026,롯데마트 구로점,20200128131310,10:00~24:00,11
24,"서울특별시 구로구 오류동 174-10, 천왕역 환승주차장 1층",1661-9408,ME,환경부,01,03,37.487234,126.839153,,Y,급속(50kW),9,ME000027,천왕역 환승주차장,20210210003310,24시간 이용가능,11
25,서울특별시 구로구 구로동 136-14,1661-9408,ME,환경부,01,06,37.4912466,126.8919514,,N,급속(50kW),2,ME000028,구로리공원 앞(공중전화부스),20210425120238,24시간 이용가능,11
26,"서울특별시 금천구 시흥대로 201, 지상주차장 4층 28구역",1661-9408,ME,환경부,01,03,37.45222814,126.90093936,,N,급속(50kW),9,ME000029,홈플러스 시흥점,20210228152310,10:00~24:00,11
27,"서울특별시 금천구 범안로12가길 65, 독산1동 공영주차장 옥상",1661-9408,ME,환경부,01,03,37.464893,126.894790,,Y,급속(50kW),2,ME000030,독산1동 공영주차장,20210423152130,24시간 이용가능,11
28,서울특별시 금천구 가산동 239-27,1661-9408,ME,환경부,01,06,37.4744454,126.8867302,,N,급속(50kW),9,ME000031,제일모직아울렛 건너편(공중전화부스),20210412104310,24시간 이용가능,11
29,서울특별시 영등포구 신길1동 116-15,1661-9408,ME,환경부,01,06,37.5108,126.9171,,N,급속(50kW),2,ME000032,영등포구 대신시장(공중전화부스),20210425102811,24시간 이용가능,11
30,"서울특별시 동작구 노량진로 53, 현대자동차 남부서비스센터 본관 후문 주차장",1661-9408,ME,환경부,01,03,37.514185,126.931894,,N,급속(50kW),2,ME000034,현대차 남부서비스센터,20210423005025,24시간 이용가능,11
31,"서울특별시 동작구 현충로 213, 출입구 왼쪽",1661-9408,ME,환경부,01,06,37.503803,126.976775,,Y,급속(50kW),2,ME000035,동작주차공원 공영주차장,20210425091218,24시간 이용가능,11
32,서울특별시 관악구 신림동 571-6,1661-9408,ME,환경부,01,06,37.481069,126.905703,,N,급속(50kW),2,ME000036,조원동 제1공영주차장,20210425103142,24시간 이용가능,11
33,"서울특별시 서초구 과천대로 950-18, 지상주차장 북주차장(우측)",1661-9408,ME,환경부,01,03,37.475256,126.982638,,Y,급속(50kW),2,ME000037,사당역 공영주차장,20210425103218,24시간 이용가능,11
34,"서울특별시 서초구 매헌로 16, 지하주차장 2층 Z구역",1661-9408,ME,환경부,01,03,37.463293,127.036812,,N,급속(50kW),9,ME000038,이마트 양재점,20210425114810,09:00~24:00,11
35,"서울특별시 강남구 수서동 735, 지상주차장 북주차장(우측)",1661-9408,ME,환경부,01,03,37.487569,127.101016,,Y,급속(50kW),2,ME000039,수서역 공영주차장,20210425014503,24시간 이용가능,11
36,"서울특별시 강남구 남부순환로 3104, 지하주차장 3층 M418구역",1661-9408,ME,환경부,01,03,37.496722,127.070444,,Y,급속(50kW),9,ME000040,학여울역 공영주차장,20210425085310,05:00~익일01:00,11
37,"서울특별시 강남구 삼성로 563, GS칼텍스 주유소 입구 우측",1661-9408,ME,환경부,01,03,37.5118672,127.0536275,20190626 공사로 인한 임시철거,N,급속(50kW),9,ME000041,GS칼텍스 삼성로점,20190208114310,24시간 이용가능,11
38,"서울특별시 강남구 개포로 509, 지하주차장 1층 8구역",1661-9408,ME,환경부,01,06,37.489757,127.068269,,Y,급속(50kW),3,ME000042,개포동공원 공영주차장,20210425123814,24시간 이용가능,11
39,"서울특별시 강남구 일원동 4-49, 주차장 입구 오른쪽",1661-9408,ME,환경부,01,06,37.493865,127.087230,,Y,급속(50kW),2,ME000043,탄천제2호 공영주차장,20210425104007,24시간 이용가능,11
40,"서울특별시 송파구 올림픽로 240, 지하주차장 1층 M148구역",1661-9408,ME,환경부,01,03,37.511818,127.096321,,N,급속(50kW),9,ME000044,롯데마트 잠실점,20210425085310,10:00~24:00,11
41,"서울특별시 강동구 고덕로 276, 지하주차장 1층 E구역",1661-9408,ME,환경부,01,03,37.554606,127.155966,,N,급속(50kW),2,ME000045,이마트 명일점,20210424205445,10:00~24:00,11
42,서울특별시 강남구 봉은사로 130,1661-9408,ME,환경부,01,06,37.5052721,127.0289991,,N,급속(50kW),2,ME174001,노보텔,20210425102652,24시간 이용가능,11
43,서울특별시 강남구 선릉로 336,1661-9408,ME,환경부,01,06,37.4996481,127.0513534,20190626 공사로 인한 임시철거,N,급속(50kW),9,ME174002,현대블루핸즈 대치북부점,20191017152810,24시간 이용가능,11
44,서울특별시 강동구 고덕로28길 36,1661-9408,ME,환경부,01,06,37.5529087,127.1372547,,N,급속(50kW),2,ME174003,암사1동 공영주차장,20210424212949,24시간 이용가능,11
45,서울특별시 강동구 선사로 70,1661-9408,ME,환경부,01,06,37.5448122,127.1218396,,N,급속(50kW),2,ME174004,천호유수지 공영주차장,20210425045342,24시간 이용가능,11
46,서울특별시 강동구 진황도로29길 34,1661-9408,ME,환경부,01,06,37.5387951,127.1333987,,N,급속(50kW),2,ME174005,천호3동 제1공영주차장,20210424183300,24시간 이용가능,11
47,서울특별시 강서구 가로공원로 189,1661-9408,ME,환경부,01,06,37.5372628,126.8383789,,N,급속(50kW),2,ME174006,가로공원로 지하공영주차장,20210423211320,24시간 이용가능,11
48,서울특별시 강서구 강서로5길 50,1661-9408,ME,환경부,01,06,37.5289561,126.8490887,,N,급속(50kW),2,ME174007,곰달래문화복지센터 공영주차장,20210425051814,24시간 이용가능,11
49,서울특별시 강서구 까치산로4길 22,1661-9408,ME,환경부,01,06,37.5419747,126.8444499,,N,급속(50kW),2,ME174008,볏골공원 지하공영주차장,20210424200022,24시간 이용가능,11
50,서울특별시 강서구 우장산로 114,1661-9408,ME,환경부,01,06,37.5530457,126.8488169,,N,급속(50kW),2,ME174009,화곡6-1 공영주차장,20210424221131,24시간 이용가능,11
51,서울특별시 강서구 화곡로 398,1661-9408,ME,환경부,01,06,37.5591218,126.8549199,,N,급속(50kW),3,ME174010,홈플러스 강서점,20210425122838,24시간 이용가능,11
52,서울특별시 관악구 관천로 98,1661-9408,ME,환경부,01,06,37.4874046,126.9235075,,N,급속(50kW),2,ME174011,신림동 제1공영주차장,20210425032301,24시간 이용가능,11
53,서울특별시 관악구 난곡로34나길 14,1661-9408,ME,환경부,01,06,37.4722977,126.9231169,,N,급속(50kW),2,ME174012,난곡동 제1공영주차장,20210424174300,24시간 이용가능,11
54,서울특별시 관악구 대학동 154-3,1661-9408,ME,환경부,01,06,37.4667455,126.9480627,,N,급속(50kW),2,ME174013,서울대입구 교차로,20210425122126,24시간 이용가능,11
55,서울특별시 관악구 대학동 154-3,1661-9408,ME,환경부,02,06,37.4667455,126.9480627,,N,급속(50kW),3,ME174013,서울대입구 교차로,20210425121334,24시간 이용가능,11
56,서울특별시 관악구 봉천로21길 38,1661-9408,ME,환경부,01,06,37.488301,126.9346119,,N,급속(50kW),3,ME174014,보라매 제1공영주차장,20210425115734,24시간 이용가능,11
57,서울특별시 관악구 양지길 63,1661-9408,ME,환경부,01,06,37.470038,126.9292421,,N,급속(50kW),2,ME174015,원신 공영주차장,20210424203557,24시간 이용가능,11
58,서울특별시 광진구 능동로 216,1661-9408,ME,환경부,01,06,37.5515067,127.0869275,,N,급속(50kW),2,ME174016,어린이대공원 후문주차장,20210425100001,24시간 이용가능,11
59,서울특별시 구로구 경인로 661,1661-9408,ME,환경부,01,06,37.5099693,126.888413,,N,급속(50kW),2,ME174017,홈플러스 신도림점,20210423215219,24시간 이용가능,11
60,서울특별시 노원구 노원로 330,1661-9408,ME,환경부,01,06,37.6466673,127.0715514,,N,급속(50kW),2,ME174018,롯데마트 중계점,20210424151108,24시간 이용가능,11
61,서울특별시 노원구 동일로204가길 12,1661-9408,ME,환경부,01,06,37.6400856,127.0685413,,N,급속(50kW),2,ME174019,홈플러스 중계점,20210425095916,24시간 이용가능,11
62,서울특별시 노원구 하계동 251-8,1661-9408,ME,환경부,01,06,37.6381803,127.0737876,,N,급속(50kW),2,ME174020,실증용 Mock-up 주택 홍보관,20210425094240,24시간 이용가능,11
63,서울특별시 노원구 하계동 251-8,1661-9408,ME,환경부,02,06,37.6381803,127.0737876,,N,급속(50kW),9,ME174020,실증용 Mock-up 주택 홍보관,20210420141310,24시간 이용가능,11
64,서울특별시 동대문구 천호대로 145,1661-9408,ME,환경부,01,06,37.5746807,127.0401814,,N,급속(50kW),3,ME174021,동대문구청,20210425120141,24시간 이용가능,11
65,서울특별시 동작구 흑석로 102,1661-9408,ME,환경부,01,06,37.5055471,126.9607195,,N,급속(50kW),2,ME174022,중앙대학교병원 다정관 주차장,20210424175745,24시간 이용가능,11
66,서울특별시 마포구 토정로 2,1661-9408,ME,환경부,01,06,37.5457992,126.9117265,,N,급속(50kW),2,ME174023,양화진공영주차장,20210425123646,24시간 이용가능,11
67,서울특별시 마포구 효창목길 31,1661-9408,ME,환경부,01,06,37.5471234,126.9612454,,N,급속(50kW),5,ME174024,공덕1-1공영주차장,20201006101922,24시간 이용가능,11
68,서울특별시 서대문구 홍제내길 227,1661-9408,ME,환경부,01,06,37.5905929,126.9407564,,N,급속(50kW),3,ME174025,홍제견인차량보관소 주차장,20210425121336,24시간 이용가능,11
69,서울특별시 서대문구 홍제내길 227,1661-9408,ME,환경부,02,06,37.5905929,126.9407564,,N,급속(50kW),3,ME174025,홍제견인차량보관소 주차장,20210425121711,24시간 이용가능,11
70,서울특별시 서초구 남부순환로 340길 58,1661-9408,ME,환경부,01,06,37.481369,127.0238502,,N,급속(50kW),2,ME174026,서울시인재개발원,20210425110938,24시간 이용가능,11
71,서울특별시 서초구 양재대로12길 74,1661-9408,ME,환경부,01,06,37.4536062,127.0428005,,N,급속(50kW),2,ME174027,서울추모공원,20210424150839,24시간 이용가능,11
72,서울특별시 송파구 잠실동 84,1661-9408,ME,환경부,01,06,37.5102969,127.0788121,,N,급속(50kW),2,ME174028,아시아공원 공영주차장,20210425095808,24시간 이용가능,11
73,서울특별시 송파구 잠실동 84,1661-9408,ME,환경부,02,06,37.5102969,127.0788121,,N,급속(50kW),2,ME174028,아시아공원 공영주차장,20210425103950,24시간 이용가능,11
74,서울특별시 송파구 잠실동 84,1661-9408,ME,환경부,03,06,37.5102969,127.0788121,,N,급속(50kW),2,ME174028,아시아공원 공영주차장,20210425121521,24시간 이용가능,11
75,서울특별시 송파구 중대로 80,1661-9408,ME,환경부,01,06,37.4918392,127.1178931,,N,급속(50kW),2,ME174029,롯데마트 송파점,20210424212413,24시간 이용가능,11
76,서울특별시 영등포구 당산로 42,1661-9408,ME,환경부,01,06,37.5190208,126.8957999,,N,급속(50kW),2,ME174030,홈플러스 영등포점,20210424203047,24시간 이용가능,11
77,서울특별시 영등포구 도림로 264 ,1661-9408,ME,환경부,01,06,37.5016217,126.9053225,,N,급속(50kW),9,ME174031,신길 제5동 주민센터,20210305101310,24시간 이용가능,11
78,서울특별시 영등포구 신길로40길 5,1661-9408,ME,환경부,01,06,37.507122,126.9116817,,N,급속(50kW),2,ME174032,신길4동1마을공원 공영주차장,20210425111141,24시간 이용가능,11
79,서울특별시 영등포구 영신로 183,1661-9408,ME,환경부,01,06,37.524217,126.9019801,,N,급속(50kW),2,ME174033,당산에스에이치빌 아파트 앞,20210425084618,24시간 이용가능,11
80,서울특별시 영등포구 영중로3길 7,1661-9408,ME,환경부,01,06,37.5180087,126.9030865,,N,급속(50kW),2,ME174034,영등포 제3공영,20210424133109,24시간 이용가능,11
81,서울특별시 용산구 원효로35길 53,1661-9408,ME,환경부,01,06,37.5353568,126.9552587,,N,급속(50kW),2,ME174035,신창동 공영주차장,20210425120758,24시간 이용가능,11
82,서울특별시 용산구 이태원로 224-19,1661-9408,ME,환경부,01,06,37.5349284,127.0002489,,N,급속(50kW),2,ME174036,한남동 공영주차장,20210424210609,24시간 이용가능,11
83,서울특별시 은평구 수색로 342-1,1661-9408,ME,환경부,01,06,37.5867665,126.8880299,,N,급속(50kW),2,ME174037,현대자동차 수색대리점,20210425052424,24시간 이용가능,11
84,서울특별시 은평구 진관1로 40,1661-9408,ME,환경부,01,06,37.6310603,126.9246413,,N,급속(50kW),2,ME174038,은평구민체육센터,20210425113745,24시간 이용가능,11
85,서울특별시 종로구 인사동5길 29,1661-9408,ME,환경부,01,06,37.5718148,126.9850443,,N,급속(50kW),2,ME174039,태화빌딩,20210423182137,24시간 이용가능,11
86,서울특별시 종로구 창경궁로 215,1661-9408,ME,환경부,01,06,37.5823782,126.9977154,,N,급속(50kW),2,ME174040,한국예술종합학교(종로),20210424183326,24시간 이용가능,11
87,서울특별시 중구 장충단로 59,1661-9408,ME,환경부,01,06,37.5517908,127.0002167,,N,급속(50kW),2,ME174041,국립극장,20210424145944,24시간 이용가능,11
88,서울특별시 중구 장충단로 59,1661-9408,ME,환경부,02,06,37.5517908,127.0002167,,N,급속(50kW),2,ME174041,국립극장,20210425112848,24시간 이용가능,11
89,서울특별시 중랑구 망우로 353,1661-9408,ME,환경부,01,06,37.5983156,127.0905669,,N,급속(50kW),2,ME174042,홈플러스 상봉점,20210424170635,24시간 이용가능,11
90,서울특별시 중랑구 신내로 201,1661-9408,ME,환경부,01,06,37.6159847,127.0939656,,N,급속(50kW),2,ME174043,홈플러스 신내점,20210424161812,24시간 이용가능,11
91,서울특별시 중랑구 용마산로 250-12,1661-9408,ME,환경부,01,06,37.5745068,127.089592,,N,급속(50kW),2,ME174044,용마폭포공원 공영주차장,20210425123730,24시간 이용가능,11
92,서울특별시 서초구 양재대로12길 73-71 (원지동),1661-9408,ME,환경부,01,06,37.4600218,127.0420378,,Y,급속(50kW),2,ME178009,서울만남휴게소(부산방향),20210425122756,24시간 이용가능,11
93,서울특별시 서초구 양재대로12길 73-71 (원지동),1661-9408,ME,환경부,02,06,37.4600218,127.0420378,,Y,급속(50kW),2,ME178009,서울만남휴게소(부산방향),20210425083916,24시간 이용가능,11
94,서울특별시 강남구 테헤란로606,1661-9408,ME,환경부,01,06,37.508834,127.064114,,Y,급속(50kW),2,ME181101,파크하얏트서울호텔,20210424171943,24시간 이용가능,11
95,서울특별시 서대문구 연희로 353,1661-9408,ME,환경부,01,06,37.590003,126.934744,,Y,급속(50kW),2,ME181102,그랜드힐튼호텔,20210425090038,24시간 이용가능,11
96,서울특별시 동작구 대방동 70-5 ,1661-9408,ME,환경부,01,06,37.513933,126.931298,,Y,급속(50kW),2,ME181103,현대남부서비스센터,20210425123933,24시간 이용가능,11
97,서울특별시 도봉구 마들로 645 (방학동),1661-9408,ME,환경부,01,06,37.667731,127.045491,,Y,급속(50kW),9,ME181129,롯데 VIC마켓 도봉점,20201222172810,24시간 이용가능,11
98,서울특별시 금천구 두산로 71 (독산동),1661-9408,ME,환경부,01,06,37.470581,126.895698,,Y,급속(50kW),9,ME181133,롯데 VIC마켓 금천점,20210420193810,24시간 이용가능,11
99,서울특별시 금천구 두산로 71 (독산동),1661-9408,ME,환경부,02,06,37.470581,126.895698,,Y,급속(50kW),2,ME181133,롯데 VIC마켓 금천점,20210424190938,24시간 이용가능,11
100,서울특별시 중구 소공로 51번지,1661-9408,ME,환경부,12,06,37.559534,126.981817,,Y,급속(50kW),2,ME181150,우리은행본점,20210423155624,24시간 이용가능,11
101,서울특별시 중구 소공로 51번지,1661-9408,ME,환경부,13,06,37.559534,126.981817,,Y,급속(50kW),2,ME181150,우리은행본점,20210424130137,24시간 이용가능,11
102,"서울특별시 강서구 양천로 251, 입구 우측",1661-9408,ME,환경부,01,06,37.5728411,126.8323738,,Y,급속(50kW),2,ME183001,마곡레포츠센터 ,20210424205525,24시간 이용가능,11
103,서울특별시 도봉구 창2동 582-22,1661-9408,ME,환경부,01,06,37.6413031,127.0364035,,N,급속(50kW),9,ME183002,창2동 제4공영주차장,20210419085810,24시간 이용가능,11
104,"서울특별시 도봉구 창3동 504-21, 좌측 안쪽",1661-9408,ME,환경부,01,06,37.6332558,127.0412125,,N,급속(50kW),3,ME183003,창3동 제1공영주차장,20210425121754,24시간 이용가능,11
105,"서울특별시 마포구 노고산동 33-1, B3 28",1661-9408,ME,환경부,01,06,37.55493,126.9389738,,N,급속(50kW),2,ME183004,창천공영주차장,20210425075738,24시간 이용가능,11
106,"서울특별시 강북구 오현로 21길 84, 옥상 주차장",1661-9408,ME,환경부,01,06,37.6249449,127.0334805,,N,급속(50kW),3,ME183005,번동햇살 공영주차장,20210425123843,24시간 이용가능,11
107,서울특별시 관악구 난곡로 67,1661-9408,ME,환경부,01,06,37.4616153,126.9189711,,Y,급속(50kW),2,ME183006,난향동 주민센터,20210425115613,24시간 이용가능,11
108,"서울특별시 금천구 독산로 36나길 21, B1 18",1661-9408,ME,환경부,01,06,37.4589664,126.9084827,,N,급속(50kW),2,ME183007,시흥제4동공영주차장,20210424173652,24시간 이용가능,11
109,"서울특별시 도봉구 쌍문3동 315-62, 지하 1층 안쪽",1661-9408,ME,환경부,01,06,37.6493531,127.0293841,,Y,급속(50kW),2,ME183008,쌍문3동 제2공영주차장,20210425123547,24시간 이용가능,11
110,"서울특별시 마포구 상암동 월드컵북로 58길 15, 지하4층 18",1661-9408,ME,환경부,01,06,37.5823581,126.886648,,Y,급속(50kW),2,ME183009,스탠포드호텔코리아,20210423143217,24시간 이용가능,11
111,"서울특별시 영등포구 의사당대로1, 국회도서관 앞",1661-9408,ME,환경부,01,06,37.5300002,126.9169991,,Y,급속(50kW),2,ME183103,국회도서관,20210423174909,24시간 이용가능,11
112,"서울특별시 영등포구 의사당대로1, 국회도서관 앞",1661-9408,ME,환경부,02,04,37.5300002,126.9169991,,Y,급속(100kW동시),2,ME183103,국회도서관,20210423153117,24시간 이용가능,11
113,"서울특별시 영등포구 의사당대로1, 국회도서관 앞",1661-9408,ME,환경부,52,04,37.5300002,126.9169991,,Y,급속(100kW동시),2,ME183103,국회도서관,20210425123205,24시간 이용가능,11
114,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측",1661-9408,ME,환경부,01,06,37.5284644,126.9149198,,Y,급속(50kW),2,ME183219,국회의원회관,20210423153603,24시간 이용가능,11
115,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측",1661-9408,ME,환경부,02,04,37.5284644,126.9149198,,Y,급속(100kW동시),2,ME183219,국회의원회관,20210420110226,24시간 이용가능,11
116,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측",1661-9408,ME,환경부,52,04,37.5284644,126.9149198,,Y,급속(100kW동시),2,ME183219,국회의원회관,20210422161504,24시간 이용가능,11
117,서울특별시 노원구   덕릉로 450,1661-9408,ME,환경부,01,06,37.644779,127.059382,,Y,급속(50kW),9,ME184075,노원에코센터,20210415141810,24시간 이용가능,11
118,서울특별시 영등포구 양산로111,1661-9408,ME,환경부,01,06,37.524521,126.895436,,N,급속(50kW),2,ME184076,영등포구청 환승공영주차장,20210424233745,06:00~21:00,11
119,서울특별시 중랑구 신내로 156,1661-9408,ME,환경부,01,06,37.6128457,127.0993409,,Y,급속(50kW),2,ME184077,서울의료원,20210422100402,24시간 이용가능,11
120,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",031-994-6115,ME,환경부,01,06,37.528123,126.904080,,Y,급속(50kW),2,ME18A002,롯데 빅마켓,20210424221949,24시간 이용가능,11
121,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",031-994-6115,ME,환경부,02,05,37.528123,126.904080,,Y,급속(50kW),2,ME18A002,롯데 빅마켓,20210425084315,24시간 이용가능,11
122,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",031-994-6115,ME,환경부,03,04,37.528123,126.904080,,Y,급속(100kW동시),2,ME18A002,롯데 빅마켓,20210424143742,24시간 이용가능,11
123,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",031-994-6115,ME,환경부,04,04,37.528123,126.904080,,Y,급속(100kW동시),2,ME18A002,롯데 빅마켓,20210425020715,24시간 이용가능,11
124,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",031-994-6115,ME,환경부,05,04,37.528123,126.904080,,Y,급속(100kW동시),2,ME18A002,롯데 빅마켓,20210424212712,24시간 이용가능,11
125,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",031-994-6115,ME,환경부,06,04,37.528123,126.904080,,Y,급속(100kW동시),5,ME18A002,롯데 빅마켓,20210330153526,24시간 이용가능,11
126,서울특별시 영등포구 여의대방로 53길 22,1661-9408,ME,환경부,01,06,37.51202,126.92238,,N,급속(100kW멀티),2,ME18B159,성애병원,20210425003852,24시간 이용가능,11
127,서울특별시 강북구 삼양로 230-12,1661-9408,ME,환경부,01,06,37.62393,127.01953,,N,급속(100kW멀티),2,ME18B160,냉천길 공영주차장,20210424224318,24시간 이용가능,11
128,서울특별시 강북구 도봉로 61길 46,1661-9408,ME,환경부,01,06,37.62851,127.02233,,N,급속(100kW멀티),2,ME18B161,미아동 공영주차장,20210419185420,24시간 이용가능,11
129,서울특별시 강북구 도봉로 69길 29,1661-9408,ME,환경부,01,06,37.62047,127.02679,,N,급속(100kW멀티),9,ME18B162,수유마을시장 공영주차장,20210419160310,"평일07:00~22:00,토일 09:00~18:00",11
130,서울특별시 구로구 개봉동 134-8,1661-9408,ME,환경부,01,06,37.50016,126.85106,,N,급속(100kW멀티),2,ME18B163,개봉1동 주민센터 옆 공영주차장,20210424121149,24시간 이용가능,11
131,서울특별시 구로구 벚꽃로 370 ,1661-9408,ME,환경부,01,06,37.48739,126.88051,,N,급속(100kW멀티),5,ME18B164,하늘공원주차장,20210323165811,24시간 이용가능,11
132,서울특별시 도봉구 쌍문2동 710-4,1661-9408,ME,환경부,01,06,37.66116,127.03864,,Y,급속(100kW멀티),3,ME18B165,쌍문2동 제3공영주차장,20210425115840,24시간 이용가능,11
133,서울특별시 서초구 남부순환로 2584,1661-9408,ME,환경부,01,06,37.48358,127.03269,,N,급속(100kW멀티),5,ME18B166,서초구청,20210313210244,"유료09:00~18:00, 무료18:00~08:00",11
134,서울특별시 성북구 정릉동 829-1,1661-9408,ME,환경부,01,06,37.61846,126.99690,,N,급속(100kW멀티),2,ME18B167,북한산국립공원 정릉탐방지원센터,20210425042655,24시간 이용가능,11
135,서울특별시 은평구 진관동 278,1661-9408,ME,환경부,01,06,37.65584,126.94885,,N,급속(100kW멀티),2,ME18B168,북한산국립공원주차장,20210424180915,24시간 이용가능,11
136,서울특별시 종로구 창의문로 145,1661-9408,ME,환경부,01,06,37.59246,126.96412,,Y,급속(100kW멀티),5,ME18B169,부암동 주민센터,20210301004818,24시간 이용가능,11
137,서울특별시 강남구 남부순환로3104,1661-9408,ME,환경부,01,06,37.49584,127.07223,,N,급속(100kW멀티),2,ME18B170,SETEC,20210425121416,24시간 이용가능,11
